Customer,State,Customer Lifetime Value,Response,Coverage_Ext,Coverage_Pre,Edu_College,Edu_Bach,Edu_Master,Edu_Doctor,Effective To Date,Employ_Unemp,Employ_Dis,Employ_Med,Employ_Ret,Gender,Income,Locat_Sub,Locat_Rural,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy_Cor,Policy_Spe,Level_2,Level_3,Renew_O2,Renew_O3,Renew_O4,Sales_Bch,Sales_Call,Sales_Web,Total Claim Amount,Vehicle Class,Vehicle_Med,Vehicle_Large
JL97265,Oregon,4611.2543,No,0,0,0,0,1,0,2001/7/11,1,0,0,0,M,0,1,0,Married,61,4,15,0,7,0,0,0,1,1,0,0,0,0,1,292.8,Four-Door Car,1,0
QQ25666,Arizona,14510.7505,No,0,0,0,0,0,0,1/25/11,0,0,0,0,M,60120,0,0,Married,182,30,21,0,6,0,0,0,1,1,0,0,1,0,0,716.469391,Luxury Car,1,0
VE72838,Arizona,13770.97618,Yes,0,1,0,0,0,0,2002/1/11,0,0,0,0,F,59207,1,0,Single,116,23,21,0,2,0,0,0,1,0,0,0,0,0,0,556.8,Four-Door Car,1,0
ZN27809,Oregon,8083.541953,No,0,0,1,0,0,0,1/13/11,1,0,0,0,F,0,1,0,Single,116,7,23,0,8,0,0,0,1,0,0,0,0,0,1,820.018767,SUV,1,0
IZ71030,California,2570.190941,No,0,0,1,0,0,0,2002/8/11,0,0,0,0,F,69446,0,1,Married,64,23,32,1,1,0,0,1,0,0,1,0,1,0,0,26.731452,Four-Door Car,1,0
LU79958,Washington,2273.62059,No,0,0,0,1,0,0,1/17/11,1,0,0,0,F,0,1,0,Single,73,14,1,4,1,0,0,0,0,0,0,0,0,0,1,801.022368,Four-Door Car,0,1
KT30737,California,3995.358195,No,0,0,1,0,0,0,1/29/11,1,0,0,0,M,0,1,0,Single,119,19,98,0,1,1,0,0,0,1,0,0,0,0,0,856.8,SUV,1,0
IU32539,California,7282.221435,No,1,0,0,1,0,0,2002/12/11,0,0,0,0,F,50886,1,0,Single,95,25,9,1,9,0,0,0,0,0,0,1,1,0,0,620.10464,Two-Door Car,1,0
UI73924,Oregon,2469.56901,No,0,0,0,1,0,0,2001/2/11,0,0,0,0,F,55257,0,0,Married,64,0,77,3,1,0,0,0,1,0,1,0,0,0,0,209.596158,Two-Door Car,1,0
RZ89359,California,2450.625315,No,0,0,1,0,0,0,2001/11/11,0,0,0,0,F,61883,0,1,Divorced,62,11,62,0,1,0,0,0,0,0,0,1,0,0,1,18.077998,Four-Door Car,1,0
CE21829,Oregon,10856.17638,No,1,0,1,0,0,0,1/30/11,0,0,0,0,M,37233,0,1,Divorced,136,29,91,0,5,0,0,0,1,0,0,0,0,1,0,242.545602,SUV,0,0
BU17847,Arizona,9075.768214,Yes,0,0,0,0,1,0,1/26/11,0,0,0,0,M,37722,0,1,Single,116,8,23,0,8,0,0,1,0,0,0,0,0,0,0,158.077504,Sports Car,1,0
XA63646,California,4654.582368,No,0,1,0,0,1,0,2001/7/11,0,0,0,0,F,81883,0,0,Married,114,15,40,0,1,0,0,0,1,1,0,0,1,0,0,376.002146,Four-Door Car,1,0
EA40332,Oregon,15394.8718,No,0,1,0,1,0,0,1/22/11,0,0,0,0,M,35822,1,0,Divorced,197,25,79,0,7,0,0,1,0,1,0,0,0,0,0,1404.868905,SUV,1,0
KB75939,Oregon,9421.101961,No,1,0,0,1,0,0,2001/8/11,0,1,0,0,F,23059,0,1,Divorced,126,30,66,0,3,1,0,0,1,0,1,0,1,0,0,95.845811,Sports Car,1,0
PR98117,Oregon,2640.515863,No,0,0,0,1,0,0,2002/11/11,0,0,0,0,F,97666,0,1,Single,66,16,60,0,1,0,0,0,1,1,0,0,1,0,0,136.27248,Four-Door Car,1,0
ZE62067,Arizona,8509.850887,Yes,0,0,0,0,1,0,1/31/11,0,1,0,0,M,26057,1,0,Divorced,74,3,63,0,2,1,0,0,1,0,0,0,0,1,0,523.888845,Four-Door Car,0,0
AU45793,Arizona,3436.134281,Yes,1,0,0,0,0,1,2/18/11,0,0,0,0,M,30817,0,1,Divorced,88,25,43,0,1,1,0,0,1,1,0,0,1,0,0,91.834668,Four-Door Car,1,0
RE29131,Oregon,4349.30875,Yes,0,0,1,0,0,0,2002/10/11,0,0,0,0,F,75648,0,1,Married,108,28,10,0,1,0,0,1,0,1,0,0,1,0,0,112.660916,SUV,0,1
FZ19620,Oregon,9672.701942,No,1,0,0,0,0,0,2/23/11,1,0,0,0,M,0,1,0,Single,96,5,27,0,2,1,0,0,1,0,0,0,0,0,0,1120.677126,Four-Door Car,1,0
HM93220,Arizona,15266.48446,No,1,0,0,0,0,0,2002/9/11,0,0,1,0,F,25852,1,0,Married,135,29,71,1,2,0,0,1,0,0,0,0,0,0,0,648,Sports Car,1,0
BO94261,Arizona,7550.867469,No,0,0,0,0,0,1,1/20/11,1,0,0,0,M,0,0,1,Married,68,32,15,1,2,0,0,0,0,1,0,0,0,1,0,100.212651,Four-Door Car,1,0
TC18805,Washington,9939.255085,No,1,0,0,1,0,0,1/15/11,0,1,0,0,M,13207,0,0,Married,137,16,82,2,3,0,0,0,0,0,0,0,0,0,0,392.920864,SUV,1,0
UQ24268,Oregon,14962.37103,No,1,0,0,0,0,0,2002/12/11,1,0,0,0,F,0,1,0,Married,82,9,58,0,2,0,0,0,0,0,0,1,0,0,0,393.6,Four-Door Car,1,0
NF25863,Nevada,7887.82202,No,1,0,0,0,0,0,1/17/11,0,0,0,0,M,32150,1,0,Married,98,21,64,0,8,0,0,0,1,0,0,0,0,1,0,470.4,Two-Door Car,1,0
FD98839,Oregon,2894.327413,No,0,0,1,0,0,0,2002/8/11,0,0,0,0,M,52674,0,1,Married,73,8,49,0,1,0,0,0,0,1,0,0,0,1,0,166.5492,Two-Door Car,0,1
FN99437,California,4397.781207,No,0,0,1,0,0,0,2/25/11,0,0,0,0,M,91653,0,0,Divorced,111,10,25,0,1,1,0,0,1,1,0,0,0,0,0,343.98412,SUV,1,0
DZ35379,Arizona,5781.015999,No,0,0,0,0,0,0,1/27/11,0,0,0,0,F,69512,0,0,Married,72,3,62,0,5,0,0,1,0,1,0,0,1,0,0,196.977247,Two-Door Car,1,0
IA67715,California,7720.155885,No,0,0,0,0,0,0,2/26/11,0,0,0,0,F,67332,1,0,Married,192,3,10,0,1,0,0,1,0,0,0,1,1,0,0,921.6,Luxury Car,1,0
JG61793,Washington,3046.248976,No,1,0,0,0,0,0,1/18/11,1,0,0,0,M,0,1,0,Single,98,4,43,2,1,0,0,0,0,0,0,0,1,0,0,705.6,Four-Door Car,0,0
CR41258,Nevada,2590.321715,No,0,0,1,0,0,0,2002/12/11,0,0,0,0,M,53304,0,1,Married,65,14,82,0,1,0,0,0,1,0,1,0,1,0,0,116.322725,Four-Door Car,1,0
BE75190,California,10155.30044,No,1,0,1,0,0,0,1/13/11,0,0,0,0,M,28754,1,0,Single,89,9,17,0,2,1,0,0,0,1,0,0,0,0,1,427.2,Four-Door Car,1,0
EW16697,Arizona,2552.00081,No,0,0,0,0,0,0,1/16/11,0,0,0,0,F,50201,0,1,Married,64,21,99,0,1,0,0,0,1,0,0,1,0,0,0,99.894584,Two-Door Car,1,0
HI60054,California,9404.447425,No,1,0,0,1,0,0,2002/1/11,0,0,0,0,F,51593,0,0,Married,80,5,91,2,2,0,0,1,0,0,0,0,0,0,0,202.905809,Two-Door Car,1,0
MU57098,Oregon,5678.050167,Yes,1,0,0,1,0,0,1/19/11,1,0,0,0,F,0,1,0,Married,76,8,44,0,3,0,0,0,0,1,0,0,0,0,0,364.8,Four-Door Car,0,0
WB21698,California,3723.114445,No,1,0,0,0,0,0,2002/7/11,0,0,0,0,F,31974,0,0,Married,92,25,77,0,1,0,0,0,1,1,0,0,1,0,0,388.135527,Four-Door Car,1,0
MU75490,Oregon,8417.102804,No,0,0,0,1,0,0,1/25/11,0,0,0,0,M,31756,0,0,Married,107,1,97,0,3,1,0,0,1,0,0,0,0,0,0,415.850776,SUV,1,0
UA44429,California,2520.028421,No,0,0,1,0,0,0,1/24/11,1,0,0,0,F,0,1,0,Married,68,3,52,0,1,0,0,0,1,1,0,0,1,0,0,326.4,Four-Door Car,1,0
PP64004,Nevada,8186.308757,No,0,0,0,1,0,0,1/20/11,0,1,0,0,F,20369,1,0,Married,105,4,38,0,3,0,0,0,0,0,0,0,0,0,0,1126.65778,SUV,0,0
FI77477,Washington,4229.923123,No,1,0,1,0,0,0,1/23/11,1,0,0,0,M,0,1,0,Single,126,15,45,0,1,0,0,0,0,0,0,1,0,0,0,907.2,SUV,0,0
NT40494,California,5074.246068,No,0,0,0,0,0,0,2/27/11,0,0,0,0,F,66933,0,0,Married,63,8,0,0,6,0,0,0,0,0,0,0,0,0,0,160.52105,Four-Door Car,1,0
YM98727,California,12981.52926,No,0,1,0,0,0,0,1/27/11,0,0,0,0,F,39843,1,0,Married,109,5,97,1,2,0,0,1,0,0,0,0,0,0,0,523.2,Four-Door Car,0,0
NT77164,Arizona,2744.172816,No,0,0,0,0,0,1,2002/9/11,0,0,1,0,M,16686,0,1,Married,71,9,32,0,1,0,0,1,0,0,0,0,0,0,0,125.510669,Four-Door Car,1,0
IL91509,Oregon,13226.22345,No,0,0,0,1,0,0,1/22/11,1,0,0,0,F,0,1,0,Single,190,2,78,1,4,0,1,0,1,0,0,0,0,1,0,1398.023248,Luxury Car,1,0
PS47550,California,13178.43163,No,0,0,0,0,0,0,1/13/11,0,0,0,0,F,80237,1,0,Married,108,4,71,0,2,0,0,0,1,0,0,0,1,0,0,776.601764,SUV,1,0
PK66498,California,8793.521303,No,0,0,0,0,0,0,2001/2/11,0,0,0,0,M,72897,1,0,Married,73,26,96,0,2,0,0,0,1,0,0,0,0,1,0,507.709291,Two-Door Car,1,0
NG93751,California,3245.332058,No,1,0,0,1,0,0,2/27/11,0,0,0,0,M,46435,0,0,Married,82,13,20,0,1,1,0,0,1,1,0,0,1,0,0,350.325879,Two-Door Car,1,0
KL84615,Arizona,4624.622593,No,0,0,0,0,0,0,2/22/11,1,0,0,0,M,0,1,0,Married,68,0,16,2,3,0,0,1,0,0,1,0,0,1,0,469.278843,Four-Door Car,0,1
AP27994,Oregon,4372.490855,No,0,0,0,0,0,0,2002/1/11,0,1,0,0,F,23124,1,0,Married,112,27,59,0,1,0,1,1,0,0,1,0,0,0,0,537.6,Sports Car,1,0
TP20456,Arizona,9090.269181,No,1,0,0,0,0,0,2001/1/11,0,0,0,0,M,45310,1,0,Married,229,28,70,0,1,0,0,1,0,0,1,0,0,0,0,1550.375183,Luxury SUV,1,0
OB21477,Oregon,10777.56762,No,1,0,1,0,0,0,2001/10/11,0,0,0,0,M,53437,1,0,Married,91,2,87,0,2,0,0,0,0,0,1,0,1,0,0,436.8,Two-Door Car,1,0
LH80781,Washington,5007.224298,No,0,0,1,0,0,0,1/25/11,1,0,0,0,F,0,1,0,Single,73,24,69,1,3,0,0,1,0,0,0,0,0,0,0,655.791955,Four-Door Car,1,0
UU70820,Arizona,5867.12642,No,0,0,1,0,0,0,2/22/11,0,0,0,0,F,27880,0,0,Married,74,4,9,0,5,0,0,0,1,1,0,0,0,1,0,199.444294,Four-Door Car,0,1
ER66372,California,14914.53488,No,0,0,0,1,0,0,2/22/11,0,0,0,0,F,45963,1,0,Married,63,3,73,2,2,0,0,1,0,0,0,0,0,0,0,302.4,Four-Door Car,1,0
XD81935,Oregon,5107.163002,Yes,0,0,0,1,0,0,1/26/11,0,0,0,0,F,35625,0,0,Married,65,10,56,1,3,0,0,0,1,1,0,0,0,0,0,288.572108,Four-Door Car,1,0
AT30076,Nevada,3536.64749,No,1,0,0,0,0,0,2001/3/11,0,0,0,0,F,31727,1,0,Single,92,1,95,0,1,0,0,0,1,0,1,0,0,0,0,495.750669,Four-Door Car,0,0
EW34576,Arizona,2839.796453,No,0,0,0,0,0,0,1/25/11,0,0,0,0,F,53071,1,0,Divorced,72,28,19,0,1,1,0,0,1,0,0,0,0,0,0,386.225897,Four-Door Car,1,0
XC14741,California,2939.939038,No,0,0,0,0,0,0,2/26/11,0,0,0,0,M,97735,0,0,Divorced,73,24,26,0,1,1,0,1,0,1,0,0,1,0,0,188.667196,Four-Door Car,1,0
PG84165,California,2776.629135,No,1,0,0,0,0,0,1/27/11,1,0,0,0,M,0,1,0,Single,77,6,36,0,1,0,0,0,1,1,0,0,1,0,0,554.4,Four-Door Car,1,0
CN16311,Oregon,5476.527832,No,0,0,0,0,1,0,2002/6/11,0,0,0,0,F,52218,0,1,Married,68,11,85,0,8,1,0,0,1,1,0,0,0,1,0,33.781673,Four-Door Car,1,0
TZ19823,California,3265.156348,Yes,1,0,0,1,0,0,1/26/11,0,0,0,0,F,25820,1,0,Divorced,82,10,69,0,1,0,0,0,1,0,0,0,0,0,0,393.6,Four-Door Car,1,0
NC34154,California,8066.073765,No,0,0,0,0,0,0,2/28/11,0,1,0,0,F,17950,1,0,Married,71,16,62,2,2,0,1,1,0,1,0,0,0,0,1,340.8,Two-Door Car,1,0
LQ50657,Arizona,3644.833554,Yes,1,0,0,0,0,0,1/15/11,0,0,0,0,F,82477,1,0,Married,90,1,69,0,1,0,0,0,0,1,0,0,0,0,0,432,Two-Door Car,0,1
JL16084,Arizona,6611.118163,No,1,0,1,0,0,0,2001/3/11,1,0,0,0,F,0,1,0,Single,95,15,37,0,3,0,0,0,1,0,0,0,1,0,0,564.302867,Four-Door Car,1,0
CJ81391,Oregon,7582.113842,Yes,0,0,1,0,0,0,2002/3/11,0,0,0,0,M,64801,0,0,Married,64,23,19,0,2,0,0,0,1,1,0,0,0,0,1,268.471802,Four-Door Car,1,0
WQ89892,Washington,2607.81554,No,0,0,1,0,0,0,2001/8/11,1,0,0,0,F,0,1,0,Married,70,26,44,1,1,0,1,0,0,1,0,0,1,0,0,336,Two-Door Car,1,0
JW70372,Arizona,7124.202899,No,1,0,0,0,0,1,1/22/11,0,0,0,0,F,61233,0,1,Married,89,27,50,2,7,0,0,1,0,1,0,0,1,0,0,181.287697,Four-Door Car,1,0
AW17574,Nevada,9435.540893,No,1,0,0,1,0,0,1/25/11,1,0,0,0,F,0,1,0,Divorced,129,13,19,0,8,1,0,0,1,0,0,0,0,1,0,628.366119,SUV,0,1
GL66847,Arizona,8256.2978,Yes,0,0,0,1,0,0,1/25/11,0,0,0,0,F,62902,0,1,Married,69,14,94,0,2,0,0,0,1,1,0,0,0,0,1,159.383042,Two-Door Car,1,0
DC62428,Arizona,5091.101225,No,0,0,0,0,0,0,2001/9/11,0,0,0,0,M,20244,1,0,Married,65,6,42,0,8,0,0,0,1,0,1,0,1,0,0,312,Four-Door Car,1,0
KR54589,California,5881.813596,No,0,0,0,0,0,0,2001/5/11,0,0,0,0,F,86812,0,1,Married,73,1,11,0,3,0,0,0,1,0,0,1,0,0,0,45.472477,Four-Door Car,0,0
BC47264,California,7684.887717,No,1,0,1,0,0,0,2002/5/11,0,0,0,0,F,62192,0,1,Single,98,30,28,0,5,0,1,0,1,0,1,0,0,0,0,243.292609,Two-Door Car,1,0
SN58128,Oregon,10396.53186,No,1,0,1,0,0,0,2/18/11,0,0,0,0,F,34948,0,0,Married,130,20,15,0,7,0,0,0,0,0,0,1,1,0,0,443.786437,SUV,0,0
TD97297,Oregon,8545.608946,No,0,0,0,1,0,0,2/25/11,0,0,0,0,M,35456,0,0,Married,109,14,58,0,6,0,0,0,0,0,1,0,0,0,0,505.082702,Sports Car,1,0
TK13024,Oregon,4408.071476,No,0,0,1,0,0,0,2002/3/11,0,0,0,0,M,80640,0,0,Married,111,2,84,0,1,0,0,0,1,1,0,0,0,0,1,313.270725,SUV,1,0
LR97507,Arizona,2562.843896,No,0,0,0,0,0,0,2/19/11,1,0,0,0,M,0,1,0,Single,74,17,59,0,1,1,0,1,0,0,0,0,0,0,0,663.423782,Four-Door Car,0,1
KC14861,Oregon,14886.70602,No,0,0,0,0,0,0,2002/11/11,0,0,0,0,M,91193,0,1,Married,185,15,75,1,6,0,0,0,0,0,0,0,0,0,1,1.587888,Luxury SUV,1,0
DC37886,Arizona,24338.51185,No,0,0,0,0,0,0,2/23/11,0,0,0,0,F,73692,0,1,Married,67,1,10,0,2,0,0,0,0,1,0,0,1,0,0,24.843535,Two-Door Car,1,0
SP56326,Arizona,7452.998789,No,0,1,0,0,0,0,2001/1/11,0,0,1,0,F,12195,1,0,Divorced,101,29,35,0,7,0,0,0,1,0,0,0,1,0,0,670.581817,Four-Door Car,1,0
OQ99704,Washington,3981.775889,No,0,0,0,1,0,0,2002/11/11,0,0,0,0,F,52801,0,0,Married,100,21,78,0,1,0,0,0,1,1,0,0,1,0,0,475.20088,SUV,0,0
GQ92754,Nevada,16060.06949,No,1,0,1,0,0,0,2002/12/11,1,0,0,0,M,0,1,0,Married,87,1,70,0,2,0,0,0,1,0,0,0,0,1,0,417.6,Four-Door Car,1,0
DX28320,California,5111.357987,No,0,0,0,0,0,0,1/29/11,1,0,0,0,F,0,1,0,Single,72,6,13,2,7,0,0,0,1,0,0,0,1,0,0,594.683752,Four-Door Car,1,0
BM83544,Arizona,7439.978924,No,0,0,0,1,0,0,1/25/11,1,0,0,0,F,0,1,0,Single,108,2,94,0,5,0,0,1,0,1,0,0,0,0,0,518.4,SUV,1,0
YB96664,Washington,4974.801539,Yes,0,0,0,1,0,0,1/18/11,0,0,0,0,M,75644,1,0,Divorced,65,5,68,3,9,1,0,0,1,1,0,0,1,0,0,467.803638,Two-Door Car,1,0
RO90746,California,17816.68242,No,1,0,0,0,0,0,2002/11/11,0,0,0,0,F,60192,1,0,Married,220,17,87,0,7,0,0,0,1,0,1,0,0,0,0,1056,Luxury Car,1,0
UV46349,Oregon,6238.054416,No,1,0,0,1,0,0,2001/4/11,1,0,0,0,F,0,0,1,Married,90,25,63,2,7,0,0,0,1,0,1,0,0,1,0,134.442783,Four-Door Car,1,0
MY32188,Oregon,2682.912454,No,0,0,0,1,0,0,1/20/11,1,0,0,0,M,0,1,0,Single,74,24,33,0,1,1,0,0,1,0,0,0,0,0,0,355.2,Two-Door Car,0,0
OV87950,California,2837.163399,No,0,0,1,0,0,0,2/14/11,0,0,0,0,M,29242,1,0,Married,73,26,23,0,1,0,0,0,0,0,1,0,1,0,0,350.4,Two-Door Car,0,1
ZG82132,Oregon,4118.588554,Yes,0,1,0,1,0,0,1/28/11,0,0,0,0,F,69379,1,0,Single,103,14,79,0,1,0,0,1,0,0,0,0,1,0,0,494.4,Two-Door Car,1,0
LZ31103,Oregon,2472.469209,Yes,0,0,1,0,0,0,1/20/11,0,0,0,0,F,63860,0,0,Married,62,26,81,0,1,0,0,1,0,1,0,0,0,0,0,208.598246,Four-Door Car,1,0
HO79663,Arizona,4139.533158,No,0,0,0,0,0,1,2002/8/11,0,0,0,0,F,45281,0,1,Married,104,13,84,1,1,0,0,1,0,0,0,0,1,0,0,65.03063,Sports Car,1,0
RS57109,Arizona,4100.465956,No,0,1,0,1,0,0,1/20/11,0,0,0,0,F,51193,0,1,Married,104,31,21,2,1,0,0,1,0,0,0,0,0,0,0,97.313649,Two-Door Car,1,0
NA21420,Oregon,5278.201394,No,0,0,0,1,0,0,2002/3/11,0,0,0,0,F,62074,0,1,Divorced,67,24,22,0,4,1,0,0,1,1,0,0,0,0,0,49.435556,Four-Door Car,1,0
MY98825,California,8056.898119,No,0,0,0,1,0,0,2002/2/11,0,0,0,0,F,64304,0,1,Divorced,68,35,70,0,2,1,0,1,0,0,1,0,0,0,1,65.471028,Two-Door Car,1,0
VW73816,Oregon,9185.025301,No,0,0,0,1,0,0,1/28/11,0,0,0,0,M,73795,0,0,Married,116,1,77,1,3,0,0,0,1,0,0,0,0,0,0,501.716934,SUV,1,0
FN66189,Oregon,15417.73444,No,1,0,1,0,0,0,2002/8/11,0,0,0,0,F,84376,0,1,Married,96,5,54,0,2,0,0,0,1,0,0,1,1,0,0,43.578516,Four-Door Car,1,0
HU75748,Arizona,6829.413399,No,0,0,0,0,0,0,2/13/11,1,0,0,0,F,0,1,0,Single,66,14,73,1,2,0,0,1,0,0,1,0,1,0,0,470.691875,Two-Door Car,1,0
OS11465,Oregon,8500.909417,No,0,0,0,0,0,0,2001/10/11,0,0,0,0,M,79153,1,0,Married,106,12,5,0,7,0,1,0,0,0,0,1,0,1,0,508.8,SUV,1,0
UY61913,Oregon,8847.444221,No,0,0,1,0,0,0,2002/11/11,0,1,0,0,M,17950,0,0,Married,118,34,24,0,4,0,0,1,0,0,0,0,0,0,0,425.489592,SUV,1,0
OD70577,Arizona,2840.899849,No,1,0,1,0,0,0,2/28/11,1,0,0,0,F,0,1,0,Single,80,3,99,1,1,0,0,0,1,0,0,0,1,0,0,962.526106,Two-Door Car,1,0
DC91024,Oregon,15984.52739,No,0,0,0,1,0,0,2002/7/11,1,0,0,0,M,0,1,0,Single,69,19,74,0,2,0,0,0,1,0,0,1,1,0,0,331.2,Two-Door Car,0,0
VQ67172,Oregon,18542.30074,No,0,0,1,0,0,0,2001/9/11,1,0,0,0,F,0,1,0,Married,72,30,48,0,2,1,0,1,0,0,0,1,0,0,0,622.992063,Four-Door Car,0,0
MF23895,Arizona,2609.829612,No,0,0,1,0,0,0,1/13/11,0,0,0,0,F,58139,0,1,Married,65,29,77,1,1,1,0,0,1,0,0,1,0,0,0,33.171413,Four-Door Car,1,0
AA10041,California,7901.744238,No,0,0,0,0,0,0,2002/2/11,1,0,0,0,M,0,1,0,Single,113,35,83,0,5,0,0,0,1,0,0,0,0,1,0,1258.327804,SUV,1,0
DV36320,California,17995.86532,No,1,0,0,0,0,0,1/18/11,0,0,0,0,F,80991,0,0,Married,223,5,56,0,4,0,0,0,1,0,0,1,1,0,0,937.327881,Luxury SUV,1,0
UE72026,California,5021.686245,No,1,0,1,0,0,0,1/28/11,0,0,0,0,F,69678,0,1,Divorced,126,21,39,0,1,0,0,1,0,0,1,0,0,0,0,306.818754,Sports Car,0,0
SE78641,Arizona,4654.841089,No,0,0,0,1,0,0,1/16/11,1,0,0,0,M,0,1,0,Single,67,33,19,0,4,0,0,1,0,0,0,0,0,1,0,577.385463,Two-Door Car,0,1
YC69616,Arizona,2719.506996,Yes,0,0,1,0,0,0,1/24/11,0,0,0,1,F,14030,1,0,Married,72,11,3,0,1,0,0,0,1,1,0,0,1,0,0,345.6,Two-Door Car,0,1
SM10254,Oregon,4726.869327,Yes,1,0,0,1,0,0,2001/10/11,0,0,1,0,F,13037,1,0,Married,124,28,49,0,1,0,0,0,0,1,0,0,0,0,0,839.348464,SUV,0,0
AG45299,California,8595.726399,No,0,0,1,0,0,0,1/20/11,0,0,0,0,M,76763,0,1,Divorced,108,12,87,0,8,0,0,0,1,1,0,0,0,0,1,186.459607,SUV,0,0
KS45476,Washington,15626.28021,No,1,0,0,0,0,0,2002/10/11,0,0,0,0,F,50461,1,0,Single,131,22,89,0,2,0,0,0,1,0,0,0,0,0,0,810.06514,Sports Car,0,1
No69427,California,2797.674845,No,0,0,0,0,0,0,2002/7/11,0,0,0,0,M,69604,0,1,Married,70,10,50,0,1,1,0,0,1,0,0,1,0,0,0,112.336604,Four-Door Car,1,0
BA52133,California,5344.989624,No,0,0,0,0,1,0,2002/11/11,0,0,0,0,M,22908,1,0,Married,68,30,19,0,7,0,0,1,0,0,1,0,0,1,0,387.774781,Four-Door Car,0,0
WT59944,California,17557.54051,No,0,1,1,0,0,0,2/15/11,0,0,0,0,F,68273,0,1,Divorced,146,23,93,0,2,0,0,0,0,1,0,0,0,1,0,76.475359,Sports Car,1,0
XV30885,California,4595.524548,No,0,0,1,0,0,0,1/25/11,0,0,0,0,M,95550,0,0,Divorced,116,15,75,1,1,0,0,0,1,0,0,0,0,0,0,381.570261,SUV,1,0
LU79865,Nevada,5794.104234,No,0,0,0,1,0,0,2/27/11,0,0,0,0,M,88370,1,0,Divorced,74,0,16,1,9,0,0,0,0,0,0,0,0,0,0,355.2,Four-Door Car,0,0
BL29046,Oregon,5332.462694,Yes,0,0,0,0,0,1,2/22/11,0,0,0,0,F,68931,0,0,Married,66,32,30,0,7,1,0,1,0,1,0,0,1,0,0,309.577946,Four-Door Car,1,0
AM34581,Oregon,6680.146801,No,1,0,0,1,0,0,2001/5/11,0,0,0,0,F,24432,0,1,Married,87,19,44,3,6,1,0,1,0,1,0,0,1,0,0,71.10847,Two-Door Car,1,0
YN75239,Oregon,7910.866718,No,0,0,1,0,0,0,2001/12/11,0,0,0,0,M,77577,0,1,Married,199,14,37,1,1,0,0,0,1,0,1,0,0,0,0,35.768916,Luxury SUV,0,0
OJ84485,California,12516.92188,No,0,0,0,0,0,0,1/27/11,0,0,1,0,M,12607,1,0,Married,110,13,20,0,2,0,0,1,0,0,0,0,0,1,0,528,SUV,1,0
JA12995,Oregon,2325.259483,No,0,0,1,0,0,0,2/15/11,1,0,0,0,F,0,1,0,Married,63,6,75,0,1,0,0,0,1,0,1,0,0,0,0,302.4,Four-Door Car,1,0
OD85990,Oregon,3964.151263,No,0,0,0,1,0,0,2/14/11,0,1,0,0,F,23474,1,0,Divorced,102,5,21,0,1,1,0,0,1,0,0,0,1,0,0,489.6,SUV,1,0
NZ57264,California,7486.088015,No,0,0,0,1,0,0,1/26/11,1,0,0,0,M,0,1,0,Single,113,33,18,0,4,0,0,0,1,0,0,1,0,1,0,813.6,SUV,1,0
OL39995,Oregon,6707.994148,No,0,0,0,1,0,0,2/25/11,1,0,0,0,M,0,1,0,Divorced,65,1,30,0,2,0,0,1,0,0,0,1,0,0,0,360.480689,Four-Door Car,1,0
LK51620,California,12902.09322,No,0,1,0,0,0,0,1/15/11,0,0,0,0,M,98478,1,0,Married,106,21,80,0,2,1,0,0,1,0,0,0,1,0,0,508.8,Four-Door Car,0,0
ZB91993,Arizona,5926.729379,Yes,1,0,1,0,0,0,1/25/11,0,0,0,1,M,23091,1,0,Married,96,28,90,5,5,0,0,0,1,0,0,0,0,0,0,460.8,Four-Door Car,1,0
SZ60342,Arizona,5148.653203,No,0,0,1,0,0,0,1/13/11,0,0,0,0,M,51071,1,0,Married,65,17,94,0,3,0,0,0,1,0,0,0,0,0,0,312,Two-Door Car,0,0
WE80653,Oregon,6827.178202,No,0,0,0,1,0,0,2002/3/11,1,0,0,0,F,0,0,1,Divorced,103,2,75,2,6,0,0,0,1,0,0,0,0,0,0,2.455033,SUV,1,0
EE28119,Arizona,4670.058282,No,0,1,0,1,0,0,2002/3/11,0,0,0,0,F,69921,0,0,Divorced,118,28,22,2,1,0,0,0,1,0,0,0,0,0,0,373.227044,Two-Door Car,1,0
GA49547,Washington,5363.076547,No,0,0,0,0,0,0,2/18/11,0,0,0,0,M,36357,0,1,Married,68,28,96,0,6,0,0,0,1,0,0,0,1,0,0,17.269323,Four-Door Car,1,0
BA92673,Oregon,6961.945557,No,0,0,0,0,0,0,2002/5/11,1,0,0,0,F,0,0,1,Married,63,17,24,0,2,0,0,1,0,1,0,0,0,0,1,40.622304,Four-Door Car,0,1
PT70350,Oregon,28511.03331,No,0,1,0,0,0,0,2/21/11,0,0,0,0,M,27607,1,0,Married,104,15,56,0,2,1,0,0,0,0,0,1,0,0,0,640.584145,Four-Door Car,1,0
KL29678,Oregon,8624.917663,No,0,0,0,0,1,0,2001/8/11,0,0,0,0,F,43610,1,0,Married,106,16,60,0,5,0,0,0,1,1,0,0,0,0,0,508.8,Sports Car,1,0
HL84679,Oregon,3382.223536,No,1,0,0,1,0,0,2/17/11,1,0,0,0,F,0,1,0,Married,91,13,77,0,1,0,0,0,1,0,1,0,0,1,0,436.8,Four-Door Car,1,0
